NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Sponsor,Collaborators,Phases,Study Type
NCT05097131,An Observational Study of Aducanumab-avwa in Participants With Alzheimer's Disease in the US,https://clinicaltrials.gov/study/NCT05097131,TERMINATED,Alzheimers Disease,,Biogen,,,OBSERVATIONAL
NCT00486044,Evaluating Simvastatin's Potential Role in Therapy,https://clinicaltrials.gov/study/NCT00486044,COMPLETED,Alzheimer Disease,DRUG: Simvastatin|DRUG: Placebo,"University of Wisconsin, Madison",National Institute on Aging (NIA)|Paul Beeson Faculty Scholars Program|The John A. Hartford Foundation|The Atlantic Philanthropies|Starr Foundation|American Federation for Aging Research|Merck Sharp & Dohme LLC,PHASE2,INTERVENTIONAL
NCT05094271,Is Obstructive Sleep Apnea Important in the Development of Alzheimer's Disease?,https://clinicaltrials.gov/study/NCT05094271,RECRUITING,OSA|Sleep Apnea|Obstructive Sleep Apnea|Alzheimer Disease,OTHER: Supplemental Oxygen|DEVICE: Continuous Positive Airway Pressure Machine|OTHER: Room Air,"University of California, San Diego",,PHASE1,INTERVENTIONAL
NCT06220292,Intermittent Oral-esophageal Tube Feeding in Alzheimer's Patients With Dysphagia,https://clinicaltrials.gov/study/NCT06220292,WITHDRAWN,Alzheimer Disease,BEHAVIORAL: Conventional Care|DEVICE: Intermittent Oral-esophageal Tube Feeding|DEVICE: Nasogastric tube,Zeng Changhao,,,INTERVENTIONAL
NCT05891444,Effect of Transcranial Random Noise (tRNS) for Early Alzheimer's Disease,https://clinicaltrials.gov/study/NCT05891444,UNKNOWN,Transcranial Random Noise|Electroencephalography|Alzheimer Disease,DEVICE: High frequency transcranial random noise|DEVICE: Sham high frequency transcranial random noise,Anhui Medical University,,,INTERVENTIONAL
NCT06793995,Effect of Food and Age on the Pharmacokinetics of LY03017,https://clinicaltrials.gov/study/NCT06793995,NOT_YET_RECRUITING,Alzheimer's Disease Psychosis|Parkinson Disease Psychosis|Negative Symptoms of Schizophrenia,DRUG: LY03017|DRUG: LY03017,Luye Pharma Group Ltd.,,PHASE1,INTERVENTIONAL
NCT04678453,Safety of SNK01 in Subjects With Alzheimer's Disease (ASK-AD),https://clinicaltrials.gov/study/NCT04678453,TERMINATED,Alzheimer Disease|Neuro-Degenerative Disease,BIOLOGICAL: SNK01,"NKGen Biotech, Inc.",,PHASE1,INTERVENTIONAL
NCT06814730,A Study to Assess THN391 in Subjects with Alzheimer's Disease,https://clinicaltrials.gov/study/NCT06814730,NOT_YET_RECRUITING,"Alzheimer Disease, Early Onset",DRUG: THN391|DRUG: Placebo,"Therini Bio, Inc.",,PHASE1,INTERVENTIONAL
NCT06189963,Clinical Study of SNK01 in Participants with Moderate Alzheimer's Disease,https://clinicaltrials.gov/study/NCT06189963,RECRUITING,Moderate Alzheimer Disease,BIOLOGICAL: SNK01|OTHER: Placebo,"NKGen Biotech, Inc.",,PHASE1|PHASE2,INTERVENTIONAL
NCT04522960,Melatonin in Alzheimer's Disease: Effect on Disease Progression and Epileptiform Activity.,https://clinicaltrials.gov/study/NCT04522960,UNKNOWN,Alzheimer Disease,DIAGNOSTIC_TEST: MEG+hdEEG+MRI,Universitair Ziekenhuis Brussel,,,INTERVENTIONAL
NCT04520698,Utilizing Palliative Leaders In Facilities to Transform Care for Alzheimer's Disease,https://clinicaltrials.gov/study/NCT04520698,RECRUITING,Alzheimer Disease,BEHAVIORAL: UPLIFT-AD,Indiana University,"University of Maryland, Baltimore|National Institute on Aging (NIA)",,INTERVENTIONAL
NCT01872598,Masitinib in Patients With Mild to Moderate Alzheimer's Disease,https://clinicaltrials.gov/study/NCT01872598,COMPLETED,Alzheimer Disease,DRUG: Masitinib|DRUG: Placebo|DRUG: Standard of care,AB Science,,PHASE3,INTERVENTIONAL
NCT06379594,UK Based Remote Brain Health Clinic (BHC) for Patients With Mild Cognitive Impairment (MCI),https://clinicaltrials.gov/study/NCT06379594,ENROLLING_BY_INVITATION,Mild Cognitive Impairment|Mild Cognitive Impairment Due to Alzheimer's Disease,,South London and Maudsley NHS Foundation Trust,,,OBSERVATIONAL
NCT01400542,Sleep Apnea in Early to Mid-Stage Alzheimer's Disease,https://clinicaltrials.gov/study/NCT01400542,TERMINATED,Early Onset Alzheimer Disease|Alzheimer Disease|Obstructive Sleep Apnea Syndromes,DEVICE: CPAP Treatment|DEVICE: No treatment,Centre Hospitalier Universitaire de Saint Etienne,Association Lyonnaise de Logistique PosthospitaliÃ¨re,,OBSERVATIONAL
NCT05579236,Cortical Disarray Measurement in Mild Cognitive Impairment and Alzheimer's Disease,https://clinicaltrials.gov/study/NCT05579236,UNKNOWN,Mild Cognitive Impairment|Alzheimer Disease|Dementia,,University Hospital Southampton NHS Foundation Trust,University of Southampton|Oxford Brain Diagnostics Ltd|Cardiff and Vale University Health Board|Cardiff University|University of Oxford|Bournemouth University,,OBSERVATIONAL
NCT04436341,Epileptic Activity in Patients With Alzheimer's Disease and Lewy Body Dementia,https://clinicaltrials.gov/study/NCT04436341,COMPLETED,Alzheimer Disease|Lewy Body Disease|Epilepsy,,Danish Dementia Research Centre,"Zealand University Hospital|Rigshospitalet, Denmark|University of Aarhus|T&W Engineering A/S",,OBSERVATIONAL
NCT05002699,Investigating the Impact of Alzheimer's Disease Diagnostics in British Columbia,https://clinicaltrials.gov/study/NCT05002699,UNKNOWN,Alzheimer Disease|Dementia|Cognitive Impairment|Mild Cognitive Impairment,DIAGNOSTIC_TEST: Alzheimer's disease CSF biomarkers,University of British Columbia,Brain Canada|Health Canada|Michael Smith Foundation for Health Research|Women's Brain Health Initiative|St. Paul's Foundation,,OBSERVATIONAL
NCT06276023,Supporting Our Caregivers In ADRD Learning (SOCIAL),https://clinicaltrials.gov/study/NCT06276023,ACTIVE_NOT_RECRUITING,Alzheimer's Disease and Related Dementias|Quality of Life|Caregiver Stress,BEHAVIORAL: Mindful and Self-Compassionate Care Program (MASC)|BEHAVIORAL: Health Education Program (HEP),Massachusetts General Hospital,"National Institute on Aging (NIA)|University of California, San Francisco",,INTERVENTIONAL
NCT05649514,Sleep Impairment in Subjects at Risk of Developing Alzheimer's Disease,https://clinicaltrials.gov/study/NCT05649514,NOT_YET_RECRUITING,Neuropathology|Cognitive Decline|Sleep Disorder,PROCEDURE: Polysomnography|BEHAVIORAL: Neuropsychological assessment|BEHAVIORAL: Questionnaires on sleep and behavioural problems|PROCEDURE: Actimetrics|OTHER: Biomarker assay,"University Hospital, Montpellier","Institut National de la SantÃ© Et de la Recherche MÃ©dicale, France",,INTERVENTIONAL
NCT04342520,Anxiety Related to the Diagnosis of Alzheimer's Disease or Related Diseases,https://clinicaltrials.gov/study/NCT04342520,UNKNOWN,Cognitive Decline,OTHER: Dyads Patient / caregiver,Hospices Civils de Lyon,,,OBSERVATIONAL
NCT05194163,MW150 Stress Kinase Inhibitor in Mild to Moderate Alzheimer's Disease,https://clinicaltrials.gov/study/NCT05194163,UNKNOWN,Alzheimer Disease,DRUG: MW150|DRUG: Placebo,Neurokine Therapeutics,Columbia University|National Institute on Aging (NIA),PHASE2,INTERVENTIONAL
NCT06688968,Neuropsychological Profiles and Musical Engagement in Parkinson's and Alzheimer's Disease,https://clinicaltrials.gov/study/NCT06688968,RECRUITING,"Alzheimer Disease, Early Onset|Parkinsons Disease with Dementia|Non Pharmacological Intervention",BEHAVIORAL: neuropsychologist interview|BEHAVIORAL: questionnaire,"University Hospital, Montpellier",Laboratoire EPSYLON,,INTERVENTIONAL
NCT03739905,ExAblate Blood-Brain Barrier Opening for Treatment of Alzheimer's Disease,https://clinicaltrials.gov/study/NCT03739905,UNKNOWN,Alzheimer Disease,DEVICE: Blood Brain Barrier (BBB) Disruption,InSightec,Focused Ultrasound Foundation,,INTERVENTIONAL
NCT06470061,RQC for the Prevention of Alzheimer's Disease and Retinal Amyloid-Î²,https://clinicaltrials.gov/study/NCT06470061,NOT_YET_RECRUITING,Alzheimer Disease|Mild Cognitive Impairment|Cognitive Decline,"DRUG: Resveratrol, Quercetin, and Curcumin (RQC)|DRUG: Curcumin",Zaparackas and Knepper LTD,Northwestern University Feinberg School of Medicine,PHASE2,INTERVENTIONAL
NCT06105320,COGNIFOOD-Changing the Carbohydrate/Fat-ratio to Prevent Cognitive Decline and Alzheimer Pathology: A Pilot Study,https://clinicaltrials.gov/study/NCT06105320,RECRUITING,Prodromal Alzheimer's Disease|Alzheimer Disease|Mild Cognitive Impairment|Neurocognitive Disorders,OTHER: LCHF|OTHER: HCLF,Karolinska University Hospital,Fingers Brain Health Institute|Karolinska Institutet|af Jochnick Foundation,,INTERVENTIONAL
NCT01047254,Bupropion for the Treatment of Apathy in Alzheimer's Dementia,https://clinicaltrials.gov/study/NCT01047254,COMPLETED,Apathy in Dementia,DRUG: Elontril|DRUG: placebo,"University Hospital, Bonn","University of Cologne|Physician of neurology, psychiatry and psychotherapy Horn, MD; Bad Honnef|Charite University, Berlin, Germany|UniversitÃ¤t Duisburg-Essen|University of Erlangen-NÃ¼rnberg|University of Freiburg|University Medical Center Goettingen|UniversitÃ¤t des Saarlandes|Johannes Gutenberg University Mainz|Heidelberg University|Philipps University Marburg|Ludwig-Maximilians - University of Munich|University of Rostock|University Hospital Tuebingen|University of Ulm",PHASE3,INTERVENTIONAL
NCT06584656,Understanding Cerebral Blood Flow Dynamics for Alzheimer's Disease Prevention Through Exercise,https://clinicaltrials.gov/study/NCT06584656,COMPLETED,"Healthy Aging|Cognitive Function 1, Social|Cerebrovascular Circulation|Blood Flow",BEHAVIORAL: Aerobic exercise condition|BEHAVIORAL: Resistance exercise condition,Universidad de Granada,"University Hospital Virgen de las Nieves|Instituto Mixto Universitario Deporte y Salud (iMUDS)|Centro de InvestigaciÃƒÂ³n Mente, Cerebro y Comportamiento",,INTERVENTIONAL
NCT06956300,TMS for Cognitive Decline in Aging and Preclinical AD,https://clinicaltrials.gov/study/NCT06956300,RECRUITING,Prodromal Alzheimer&#39;s Disease|Preclinical Alzheimer&#39;s Disease|Healthy Aging|Cognitive Decline,DEVICE: Active rTMS|DEVICE: Sham rTMS,Massachusetts General Hospital,,EARLY_PHASE1,INTERVENTIONAL
NCT00568776,ELND005 in Patients With Mild to Moderate Alzheimer's Disease,https://clinicaltrials.gov/study/NCT00568776,COMPLETED,Alzheimer Disease,DRUG: Placebo Control|DRUG: ELND005|DRUG: ELND005|DRUG: ELND005,"OPKO Health, Inc.",,PHASE2,INTERVENTIONAL
NCT05477862,Neural Mechanisms of Clinically Designed Improvisatory Music for Alzheimer's Disease,https://clinicaltrials.gov/study/NCT05477862,ENROLLING_BY_INVITATION,Alzheimer Disease,BEHAVIORAL: Clinically Designed Improvisatory Music,Northwestern University,,,INTERVENTIONAL
NCT03939286,Multimodal Imaging Study on Physical Activity in Patients With Alzheimer's Disease,https://clinicaltrials.gov/study/NCT03939286,UNKNOWN,Alzheimer Disease,OTHER: Clinical-neurological and neuropsychological tests|DIAGNOSTIC_TEST: Blood sampling|OTHER: Assessment of physical activity via fitness tracker/diary|OTHER: MRI-examinations,RWTH Aachen University,,,INTERVENTIONAL
NCT05189106,Neurodegenerative Alzheimer's Disease and Amyotrophic Lateral Sclerosis (NADALS) Basket Trial,https://clinicaltrials.gov/study/NCT05189106,ACTIVE_NOT_RECRUITING,Amyotrophic Lateral Sclerosis|Alzheimer Disease|Mild Cognitive Impairment,DRUG: Baricitinib,Massachusetts General Hospital,,PHASE1|PHASE2,INTERVENTIONAL
NCT03821857,Sex-Specific Effects of Endocrine Disruption on Aging and Alzheimer's Disease,https://clinicaltrials.gov/study/NCT03821857,ACTIVE_NOT_RECRUITING,Alzheimer Disease,DRUG: 18-F-Flortaucipir,Mayo Clinic,National Institute on Aging (NIA),PHASE4,INTERVENTIONAL
NCT05558709,Social-cognitive Functioning: Validation of a New Neuropsychological Test,https://clinicaltrials.gov/study/NCT05558709,NOT_YET_RECRUITING,Alzheimer's Disease (AD)|Lewy Body Dementia (LBD)|Frontotemporal Degeneration (FTD),OTHER: REALSOCOG|OTHER: BCS|OTHER: Hetero-questionnaires,Assistance Publique - HÃ´pitaux de Paris,,,INTERVENTIONAL
NCT02835716,Pre-Clinical (Alzheimers) Diagnosis PCD = Optimum Outcomes OO,https://clinicaltrials.gov/study/NCT02835716,UNKNOWN,Alzheimer Disease,DRUG: roflumilast|BIOLOGICAL: ustekinumab,"Millennium Magnetic Technologies, LLC",,,OBSERVATIONAL
NCT00040378,Prevention of Alzheimer's Disease by Vitamin E and Selenium (PREADVISE),https://clinicaltrials.gov/study/NCT00040378,COMPLETED,Alzheimer Disease,DRUG: alphatocopherol|DRUG: Selenium|DRUG: Placebo replacement for vitamin E|DRUG: Placebo replacement for Selenium,Frederick Schmitt,National Institute on Aging (NIA)|National Cancer Institute (NCI),,OBSERVATIONAL
NCT00304629,Long-term Safety and Efficacy of Galantamine in Alzheimer's Disease,https://clinicaltrials.gov/study/NCT00304629,COMPLETED,Alzheimer Disease,DRUG: galantamine,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",,PHASE3,INTERVENTIONAL
NCT06669182,Advantage of Cerebellar Transcranial Magnetic Stimulation in Alzheimer's Diseases ï¼ˆACT-ADï¼‰,https://clinicaltrials.gov/study/NCT06669182,RECRUITING,Alzheimer Disease|Transcranial Magnetic Stimulation|Cerebellum,DEVICE: Intermittent Theta-Burst Transcranial Magnetic Stimulation,Xijing Hospital,Tang-Du Hospital|The Third Hospital of Xi'an|First Affiliated Hospital Xi'an Jiaotong University,,INTERVENTIONAL
NCT03560960,Multi-Center Development of a Novel Diagnostic Test for Alzheimer's Disease,https://clinicaltrials.gov/study/NCT03560960,ACTIVE_NOT_RECRUITING,Alzheimer Disease|Mild Cognitive Impairment,DRUG: Pramlintide challenge test,Boston University,National Institute on Aging (NIA),EARLY_PHASE1,INTERVENTIONAL
NCT04562506,Repetitive Transcranial Magnetic Stimulation With H-coil in Alzheimer's Disease,https://clinicaltrials.gov/study/NCT04562506,COMPLETED,Alzheimer Disease,DEVICE: rTMS with H-coil|DEVICE: Sham rTMS stimulation with H-coil,Giancarlo Comi,,,INTERVENTIONAL
NCT00004845,A Multicenter Trial of Rofecoxib and Naproxen in Alzheimer's Disease (NSAID Study),https://clinicaltrials.gov/study/NCT00004845,COMPLETED,Alzheimer Disease,DRUG: Rofecoxib|DRUG: Naproxen,National Institute on Aging (NIA),Alzheimer's Disease Cooperative Study (ADCS),PHASE2|PHASE3,INTERVENTIONAL
NCT04855955,Autologous Human Adipose-Derived Mesenchymal Stem Cells in Alzheimer's Disease,https://clinicaltrials.gov/study/NCT04855955,NO_LONGER_AVAILABLE,Alzheimer Disease,DRUG: Adipose-Derived Mesenchymal Stem Cells,Celltex Therapeutics Corporation,,,EXPANDED_ACCESS
NCT04576793,Longitudinal Imaging of Microglial Activation in Different Clinical Variants of Alzheimer's Disease,https://clinicaltrials.gov/study/NCT04576793,RECRUITING,Alzheimer Disease,DRUG: 11C-ER176|DRUG: 18F-MK6240|DRUG: 18F-Florbetaben|PROCEDURE: Lumbar Puncture,Patrick Lao,National Institute on Aging (NIA),PHASE2,INTERVENTIONAL
NCT03082755,Nighttime Agitation and Restless Legs Syndrome in People With Alzheimer's Disease,https://clinicaltrials.gov/study/NCT03082755,RECRUITING,Alzheimer Disease,DRUG: Gabapentin Enacarbil|DRUG: Placebo Oral Tablet,University of Texas at Austin,National Institute on Aging (NIA),PHASE4,INTERVENTIONAL
NCT01608061,ADvance DBS-f in Patients With Mild Probable Alzheimer's Disease,https://clinicaltrials.gov/study/NCT01608061,COMPLETED,Alzheimer Disease,DEVICE: DBS-f on|DEVICE: DBS-f off,Functional Neuromodulation Ltd,,,INTERVENTIONAL
NCT00593372,Treatment of Language and Memory in Patients With Alzheimer's Disease,https://clinicaltrials.gov/study/NCT00593372,COMPLETED,Alzheimer Disease,BEHAVIORAL: Spaced Retrieval Training,University of Arkansas,,PHASE1,INTERVENTIONAL
NCT02918539,Registry of Amyloid Positive Patients for Alzheimer's Disease Drug Research Trials,https://clinicaltrials.gov/study/NCT02918539,COMPLETED,Alzheimer Disease|Cognition Disorders,DRUG: florbetapir F 18 PET scan,Avid Radiopharmaceuticals,Eli Lilly and Company|PRA Health Sciences,,OBSERVATIONAL
NCT04795466,Study of the Efficacy and Safety of Various Anti-inflammatory Agents in Participants With Mild Cognitive Impairment or Mild Alzheimer's Disease,https://clinicaltrials.gov/study/NCT04795466,TERMINATED,Mild Cognitive Impairment|Alzheimer Disease,BIOLOGICAL: Canakinumab|OTHER: Placebo,Novartis Pharmaceuticals,,PHASE2,INTERVENTIONAL
NCT04002583,48-hour Ambulatory EEG Monitoring in Early Onset Alzheimer's Disease,https://clinicaltrials.gov/study/NCT04002583,RECRUITING,Early Onset Alzheimer Disease,DIAGNOSTIC_TEST: Computer assisted ambulatory electroencephalogram,Mayo Clinic,,,INTERVENTIONAL
NCT06448975,An Exploratory Study of Deep Cervical Lymphovenous Bypass (LVB) in Alzheimer's Disease,https://clinicaltrials.gov/study/NCT06448975,RECRUITING,Alzheimer Disease,PROCEDURE: Deep cervical Lymphovenous Bypass,Affiliated Hospital of Jiangnan University,,,INTERVENTIONAL
NCT02008357,Clinical Trial of Solanezumab for Older Individuals Who May be at Risk for Memory Loss,https://clinicaltrials.gov/study/NCT02008357,COMPLETED,Cognition Disorders,DRUG: Placebo|DRUG: Solanezumab,Eli Lilly and Company,Alzheimer's Therapeutic Research Institute,PHASE3,INTERVENTIONAL
NCT05711888,Semantic Recognition Task (SRT) in Alzheimer Disease,https://clinicaltrials.gov/study/NCT05711888,RECRUITING,Alzheimer Disease,BEHAVIORAL: Semantic Recognition Procedure,Istanbul University,,,INTERVENTIONAL
NCT02987842,Neurofeedback as a Novel Treatment for Mild Cognitive Impairment & Early Alzheimer's Disease,https://clinicaltrials.gov/study/NCT02987842,UNKNOWN,Mild Cognitive Impairment|Alzheimer Disease,DEVICE: TruScan Neurofeedback,Beersheva Mental Health Center,,,INTERVENTIONAL
NCT04669028,A Phase 3 Study of NE3107 in Probable Alzheimer's Disease,https://clinicaltrials.gov/study/NCT04669028,COMPLETED,Alzheimer Disease,DRUG: NE3107|DRUG: Placebo,BioVie Inc.,,PHASE3,INTERVENTIONAL
NCT06920212,Clinical Safety and Efficacy of Fecal Microbiota Transplantation (FMT) in the Treatment of Alzheimer's Disease,https://clinicaltrials.gov/study/NCT06920212,ACTIVE_NOT_RECRUITING,Fecal Microbiota Transplantation,PROCEDURE: FMT capsule,Shanghai 10th People's Hospital,,,INTERVENTIONAL
NCT05307692,A Study of Seltorexant in Participants With Probable Alzheimer's Disease,https://clinicaltrials.gov/study/NCT05307692,COMPLETED,Alzheimer Disease,DRUG: Seltorexant|DRUG: Placebo,"Janssen Research & Development, LLC",,PHASE2,INTERVENTIONAL
NCT04263519,A Pilot Open Labeled Study of Tacrolimus in Alzheimer's Disease.,https://clinicaltrials.gov/study/NCT04263519,WITHDRAWN,Alzheimer Disease|Mild Cognitive Impairment,DRUG: Tacrolimus,Massachusetts General Hospital,,PHASE2,INTERVENTIONAL
NCT03939780,Tau Tracer Comparison in Healthy Controls and Alzheimer's Disease Patients,https://clinicaltrials.gov/study/NCT03939780,WITHDRAWN,Healthy|Alzheimer Disease,DIAGNOSTIC_TEST: [F18]RO-948|DIAGNOSTIC_TEST: [F18]MK-6240|DIAGNOSTIC_TEST: [F18]AV1451,Johns Hopkins University,National Institute on Aging (NIA),,INTERVENTIONAL
